Plate_29L12AU294
Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
"U008","Flt-1","H04","5","2.0","","1654.0","1654.0","1669.0","1669.0","1.2710127882322604","","","56.40879875884815","57.003319389904476","1.4749652275501843"
"U031","bFGF","G10","7","2.0","","1340.0","1340.0","1353.0","1352.5","1.3070365641156148","","","6.547872103790281","6.6161960177242385","1.4604253782833196"
"U031","bFGF","G09","7","2.0","","1365.0","1365.0","1353.0","1352.5","1.3070365641156148","","","6.684519931658197","6.6161960177242385","1.4604253782833196"
"U025","VEGF-D","A09","3","2.0","","18122.0","18122.0","18345.0","18344.5","1.7152962339012436","","","924.5524477133115","934.0990639662203","1.4453450068036193"
"U025","VEGF-D","A10","3","2.0","","18567.0","18567.0","18345.0","18344.5","1.7152962339012436","","","943.6456802191292","934.0990639662203","1.4453450068036193"
"U009","VEGF-A","A05","1","2.0","","23675.0","23675.0","23435.0","23434.5","1.4513574505567832","","","136.0905238903419","134.7649113947112","1.3910884891108117"
"U009","VEGF-A","A06","1","2.0","","23194.0","23194.0","23435.0","23434.5","1.4513574505567832","","","133.43929889908046","134.7649113947112","1.3910884891108117"
"U020","PIGF","D07","6","2.0","","1296.0","1296.0","1287.0","1286.5","1.0443084992261487","","","3.8479474408448744","3.810667734486614","1.3835230465256367"
"U020","PIGF","D08","6","2.0","","1277.0","1277.0","1287.0","1286.5","1.0443084992261487","","","3.773388028128353","3.810667734486614","1.3835230465256367"
"U037","Tie-2","E11","4","2.0","","2446.0","2446.0","2468.0","2468.0","1.2606441803974104","","","4064.1884403330437","4104.08049261114","1.3746290177336793"
"U037","Tie-2","E12","4","2.0","","2490.0","2490.0","2468.0","2468.0","1.2606441803974104","","","4143.972544889236","4104.08049261114","1.3746290177336793"
"U023","VEGF-A","G08","1","2.0","","29065.0","29065.0","28782.0","28781.5","1.3930112917421693","","","165.62837474262284","164.0816465338009","1.3331192466857864"
"U023","VEGF-A","G07","1","2.0","","28498.0","28498.0","28782.0","28781.5","1.3930112917421693","","","162.53491832497895","164.0816465338009","1.3331192466857864"
"U022","VEGF-D","F07","3","2.0","","8986.0","8986.0","9086.0","9085.5","1.5487782670862689","","","511.20145812169875","515.9946297570763","1.3136897057870969"
"U022","VEGF-D","F08","3","2.0","","9185.0","9185.0","9086.0","9085.5","1.5487782670862689","","","520.7878013924538","515.9946297570763","1.3136897057870969"
"S007","VEGF-A","G01","1","","0.49072265625","350.0","350.0","349.0","348.5","0.6087002420544168","118.60400639304129","117.52479860841588","0.582016730590852","0.5767208134836814","1.2986453103579998"
"S007","VEGF-A","G02","1","","0.49072265625","347.0","347.0","349.0","348.5","0.6087002420544168","116.44559082379047","117.52479860841588","0.5714248963765108","0.5767208134836814","1.2986453103579998"
"U001","VEGF-D","A04","3","2.0","","17050.0","17050.0","17236.0","17235.5","1.5220713981039664","","","878.2443437399575","886.2832392522478","1.282740613437845"
"U001","VEGF-D","A03","3","2.0","","17421.0","17421.0","17236.0","17235.5","1.5220713981039664","","","894.322134764538","886.2832392522478","1.282740613437845"
"U033","Tie-2","A11","4","2.0","","3333.0","3333.0","3361.0","3361.0","1.1781606589243279","","","5663.420528107835","5713.6167737056885","1.2424391434753954"
"U033","Tie-2","A12","4","2.0","","3389.0","3389.0","3361.0","3361.0","1.1781606589243279","","","5763.813019303542","5713.6167737056885","1.2424391434753954"
"S004","VEGF-C","D02","2","","418.75","5016.0","5016.0","4971.0","4970.5","1.2945723184383024","100.76456766461254","99.89250544598576","421.951627095565","418.29986655506536","1.23460935463474"
"S004","VEGF-C","D01","2","","418.75","4925.0","4925.0","4971.0","4970.5","1.2945723184383024","99.020443227359","99.89250544598576","414.64810601456577","418.29986655506536","1.23460935463474"
"U022","PIGF","F07","6","2.0","","965.0","965.0","960.0","959.5","0.8106487329913521","","","2.5480707016892294","2.526451216409502","1.2101784944641572"
"U022","PIGF","F08","6","2.0","","954.0","954.0","960.0","959.5","0.8106487329913521","","","2.5048317311297748","2.526451216409502","1.2101784944641572"
"U011","VEGF-A","C05","1","2.0","","30712.0","30712.0","30442.0","30442.0","1.2543120092002356","","","174.59734421091895","173.12836989140843","1.1999439529943052"
"U011","VEGF-A","C06","1","2.0","","30172.0","30172.0","30442.0","30442.0","1.2543120092002356","","","171.6593955718979","173.12836989140843","1.1999439529943052"
"U028","bFGF","D10","7","2.0","","6364.0","6364.0","6313.0","6312.5","1.1537742330647824","","","33.6498625193612","33.3740457860518","1.1687637977011915"
"U028","bFGF","D09","7","2.0","","6261.0","6261.0","6313.0","6312.5","1.1537742330647824","","","33.098229052742404","33.3740457860518","1.1687637977011915"
"S007","VEGF-D","G01","3","","7.470703125","349.0","349.0","348.0","347.5","0.6104518974272352","121.11549938563479","120.14545343609088","9.048179397461974","8.97571014439546","1.1418260939019447"
"S007","VEGF-D","G02","3","","7.470703125","346.0","346.0","348.0","347.5","0.6104518974272352","119.17540748654696","120.14545343609088","8.903240891328947","8.97571014439546","1.1418260939019447"
"S003","VEGF-A","C01","1","","125.625","43529.0","43529.0","43169.0","43168.5","1.1810092758272832","96.98111610077402","96.21388766533066","121.83252710159736","120.86869637957165","1.1277216680157802"
"S003","VEGF-A","C02","1","","125.625","42808.0","42808.0","43169.0","43168.5","1.1810092758272832","95.4466592298873","96.21388766533066","119.90486565754591","120.86869637957165","1.1277216680157802"
"U006","VEGF-A","F03","1","2.0","","12992.0","12992.0","13098.0","13097.5","1.1391451103673338","","","76.4357402130534","77.03439877970101","1.0990298848246167"
"U006","VEGF-A","F04","1","2.0","","13203.0","13203.0","13098.0","13097.5","1.1391451103673338","","","77.63305734634862","77.03439877970101","1.0990298848246167"
"U036","PIGF","D12","6","2.0","","1168.0","1168.0","1162.0","1161.5","0.7914238618532172","","","3.345531492234906","3.320009868014952","1.0871361393642147"
"U036","PIGF","D11","6","2.0","","1155.0","1155.0","1162.0","1161.5","0.7914238618532172","","","3.294488243794998","3.320009868014952","1.0871361393642147"
"U017","Tie-2","A07","4","2.0","","3016.0","3016.0","2996.0","2995.5","0.9678310141428291","","","5093.934845904843","5057.029154804746","1.0320788606275006"
"U017","Tie-2","A08","4","2.0","","2975.0","2975.0","2996.0","2995.5","0.9678310141428291","","","5020.123463704649","5057.029154804746","1.0320788606275006"
"U036","Tie-2","D12","4","2.0","","3417.0","3417.0","3440.0","3439.5","0.9251288022501712","","","5813.986619476503","5854.289100458246","0.9735821757966118"
"U036","Tie-2","D11","4","2.0","","3462.0","3462.0","3440.0","3439.5","0.9251288022501712","","","5894.59158143999","5854.289100458246","0.9735821757966118"
"U008","bFGF","H04","7","2.0","","5279.0","5279.0","5315.0","5314.5","0.9446717746588555","","","27.83341314390527","28.023921259757074","0.961389944977695"
"U008","bFGF","H03","7","2.0","","5350.0","5350.0","5315.0","5314.5","0.9446717746588555","","","28.214429375608884","28.023921259757074","0.961389944977695"
"S007","bFGF","G01","7","","0.6640625","383.0","383.0","382.0","381.5","0.5560472722305747","95.87692313256952","95.24552471472381","0.6366826926772194","0.6324898125587128","0.9375056817134289"
"S007","bFGF","G02","7","","0.6640625","380.0","380.0","382.0","381.5","0.5560472722305747","94.61412629687813","95.24552471472381","0.6282969324402062","0.6324898125587128","0.9375056817134289"
"U009","VEGF-C","A05","2","2.0","","8697.0","8697.0","8638.0","8638.0","0.9659481382265873","","","1415.9862779616933","1407.0469576517219","0.8984851537476614"
"U009","VEGF-C","A06","2","2.0","","8579.0","8579.0","8638.0","8638.0","0.9659481382265873","","","1398.1076373417504","1407.0469576517219","0.8984851537476614"
"U015","PIGF","G05","6","2.0","","1512.0","1512.0","1505.0","1504.5","0.7049918057692398","","","4.695178167911552","4.6657713038339566","0.8913335716052597"
"U015","PIGF","G06","6","2.0","","1497.0","1497.0","1505.0","1504.5","0.7049918057692398","","","4.636364439756362","4.6657713038339566","0.8913335716052597"
"U034","Tie-2","B12","4","2.0","","3062.0","3062.0","3080.0","3080.0","0.8264884455427178","","","5176.703804420498","5209.075745808913","0.8788668237100777"
"U034","Tie-2","B11","4","2.0","","3098.0","3098.0","3080.0","3080.0","0.8264884455427178","","","5241.4476871973275","5209.075745808913","0.8788668237100777"
"U024","PIGF","H08","6","2.0","","1047.0","1047.0","1052.0","1051.5","0.605226916850112","","","2.870305808275597","2.8879847540454344","0.8657180354273266"
"U024","PIGF","H07","6","2.0","","1056.0","1056.0","1052.0","1051.5","0.605226916850112","","","2.905663699815272","2.8879847540454344","0.8657180354273266"
"U028","PIGF","D10","6","2.0","","977.0","977.0","973.0","973.0","0.5813827594545099","","","2.595237049305292","2.579515131152024","0.8619507445548806"
"U028","PIGF","D09","6","2.0","","969.0","969.0","973.0","973.0","0.5813827594545099","","","2.563793212998757","2.579515131152024","0.8619507445548806"
"S001","PIGF","A02","6","","1200.0","631689.0","631689.0","628006.0","628005.5","0.8294920437800777","101.00710533084451","100.41984192748346","1212.0852639701343","1205.0381031298016","0.827043593952612"
"S001","PIGF","A01","6","","1200.0","624322.0","624322.0","628006.0","628005.5","0.8294920437800777","99.83257852412241","100.41984192748346","1197.9909422894689","1205.0381031298016","0.827043593952612"
"U021","Tie-2","E07","4","2.0","","2630.0","2630.0","2644.0","2643.5","0.7222199013443081","","","4397.484274731629","4421.900653726593","0.7808853482409139"
"U021","Tie-2","E08","4","2.0","","2657.0","2657.0","2644.0","2643.5","0.7222199013443081","","","4446.317032721558","4421.900653726593","0.7808853482409139"
"U002","VEGF-C","B04","2","2.0","","5218.0","5218.0","5189.0","5189.0","0.7903679573871604","","","876.2283846150314","871.5945288610146","0.7518704439293218"
"U002","VEGF-C","B03","2","2.0","","5160.0","5160.0","5189.0","5189.0","0.7903679573871604","","","866.960673106998","871.5945288610146","0.7518704439293218"
"U011","Flt-1","C05","5","2.0","","794.0","794.0","791.0","791.0","0.5363641829480764","","","22.518156869475426","22.400830277398203","0.7407085169965241"
"U011","Flt-1","C06","5","2.0","","788.0","788.0","791.0","791.0","0.5363641829480764","","","22.28350368532098","22.400830277398203","0.7407085169965241"
"S006","VEGF-A","F01","1","","1.962890625","767.0","767.0","764.0","764.0","0.5553194616648278","101.77509574486463","101.26915021944396","1.9977338129607218","1.9878026556746327","0.7065478700289414"
"S006","VEGF-A","F02","1","","1.962890625","761.0","761.0","764.0","764.0","0.5553194616648278","100.76320469402329","101.26915021944396","1.9778714983885433","1.9878026556746327","0.7065478700289414"
"U037","PIGF","E11","6","2.0","","1125.0","1125.0","1121.0","1121.0","0.5046257136032454","","","3.1766836368175673","3.1609748525930126","0.7028077328908258"
"U037","PIGF","E12","6","2.0","","1117.0","1117.0","1121.0","1121.0","0.5046257136032454","","","3.1452660683684575","3.1609748525930126","0.7028077328908258"
"U017","VEGF-A","A07","1","2.0","","8545.0","8545.0","8589.0","8588.5","0.7162867784040244","","","50.94191645866995","51.19405857998119","0.6965316239711199"
"U017","VEGF-A","A08","1","2.0","","8632.0","8632.0","8589.0","8588.5","0.7162867784040244","","","51.44620070129242","51.19405857998119","0.6965316239711199"
"S004","VEGF-D","D02","3","","478.125","18556.0","18556.0","18449.0","18448.5","0.8240667694127313","98.63263777197902","98.15073058512803","471.5872993472747","469.2831806101434","0.6943602715811221"
"S004","VEGF-D","D01","3","","478.125","18341.0","18341.0","18449.0","18448.5","0.8240667694127313","97.66882339827703","98.15073058512803","466.97906187301203","469.2831806101434","0.6943602715811221"
"U025","VEGF-A","A09","1","2.0","","11925.0","11925.0","11873.0","11873.0","0.619380992532645","","","70.36574680211254","70.06921577791363","0.5984913509174484"
"U025","VEGF-A","A10","1","2.0","","11821.0","11821.0","11873.0","11873.0","0.619380992532645","","","69.7726847537147","70.06921577791363","0.5984913509174484"
"U009","bFGF","A06","7","2.0","","33490.0","33490.0","33631.0","33631.0","0.5929175828688008","","","177.6198010067002","178.36606626931615","0.5916923984441708"
"U009","bFGF","A05","7","2.0","","33772.0","33772.0","33631.0","33631.0","0.5929175828688008","","","179.11233153193214","178.36606626931615","0.5916923984441708"
"U026","PIGF","B09","6","2.0","","1426.0","1426.0","1422.0","1421.5","0.44769335425106765","","","4.357937159761391","4.340287796339192","0.5750763610647935"
"U026","PIGF","B10","6","2.0","","1417.0","1417.0","1422.0","1421.5","0.44769335425106765","","","4.322638432916992","4.340287796339192","0.5750763610647935"
"U006","VEGF-C","F03","2","2.0","","5283.0","5283.0","5261.0","5260.5","0.6048817632049166","","","886.6017012403604","883.0116603324379","0.5749736690392977"
"U006","VEGF-C","F04","2","2.0","","5238.0","5238.0","5261.0","5260.5","0.6048817632049166","","","879.4216194245154","883.0116603324379","0.5749736690392977"
"S002","PIGF","B01","6","","300.0","156254.0","156254.0","156881.0","156881.0","0.5652130618799794","100.31106685121209","100.71281494365113","300.9332005536363","302.1384448309534","0.5641363527597438"
"S002","PIGF","B02","6","","300.0","157508.0","157508.0","156881.0","156881.0","0.5652130618799794","101.11456303609015","100.71281494365113","303.34368910827044","302.1384448309534","0.5641363527597438"
"U018","PIGF","B07","6","2.0","","1069.0","1069.0","1072.0","1072.0","0.3957687208133661","","","2.9567330929751456","2.9685177239754887","0.5614244730170781"
"U018","PIGF","B08","6","2.0","","1075.0","1075.0","1072.0","1072.0","0.3957687208133661","","","2.9803023549758323","2.9685177239754887","0.5614244730170781"
"U020","bFGF","D07","7","2.0","","42391.0","42391.0","42225.0","42225.0","0.5559726497428864","","","224.73773834573282","223.85875915149546","0.5552895505388872"
"U020","bFGF","D08","7","2.0","","42059.0","42059.0","42225.0","42225.0","0.5559726497428864","","","222.97977995725807","223.85875915149546","0.5552895505388872"
"U027","VEGF-D","C09","3","2.0","","13996.0","13996.0","14057.0","14056.5","0.6086858074454683","","","743.5966331204968","746.3066203060514","0.5135289608039226"
"U027","VEGF-D","C10","3","2.0","","14117.0","14117.0","14057.0","14056.5","0.6086858074454683","","","749.0166074916059","746.3066203060514","0.5135289608039226"
"U022","VEGF-C","F07","2","2.0","","7355.0","7355.0","7328.0","7327.5","0.5307522751997286","","","1211.0758582844337","1206.8376212337412","0.4966510997157992"
"U022","VEGF-C","F08","2","2.0","","7300.0","7300.0","7328.0","7327.5","0.5307522751997286","","","1202.5993841830489","1206.8376212337412","0.4966510997157992"
"U017","Flt-1","A07","5","2.0","","1589.0","1589.0","1585.0","1584.5","0.401638436773678","","","53.8337892472696","53.655588190943234","0.46968891625812315"
"U017","Flt-1","A08","5","2.0","","1580.0","1580.0","1585.0","1584.5","0.401638436773678","","","53.47738713461686","53.655588190943234","0.46968891625812315"
"U035","VEGF-C","C11","2","2.0","","3615.0","3615.0","3627.0","3627.0","0.46789530599606116","","","615.4866353376951","617.4789005294078","0.45628902486358497"
"U035","VEGF-C","C12","2","2.0","","3639.0","3639.0","3627.0","3627.0","0.46789530599606116","","","619.4711657211207","617.4789005294078","0.45628902486358497"
"U006","PIGF","F03","6","2.0","","1125.0","1125.0","1128.0","1127.5","0.31357285196742685","","","3.1766836368175673","3.186501302093086","0.43572162905936423"
"U006","PIGF","F04","6","2.0","","1130.0","1130.0","1128.0","1127.5","0.31357285196742685","","","3.1963189673686045","3.186501302093086","0.43572162905936423"
"U007","VEGF-A","G04","1","2.0","","17042.0","17042.0","17094.0","17094.0","0.43020419587809133","","","99.26414304290653","99.5553080868464","0.413608839088236"
"U007","VEGF-A","G03","1","2.0","","17146.0","17146.0","17094.0","17094.0","0.43020419587809133","","","99.84647313078626","99.5553080868464","0.413608839088236"
"U005","VEGF-A","E04","1","2.0","","20586.0","20586.0","20642.0","20642.0","0.38366417737086195","","","119.01491281089253","119.32553686409912","0.3681431153705001"
"U005","VEGF-A","E03","1","2.0","","20698.0","20698.0","20642.0","20642.0","0.38366417737086195","","","119.63616091730572","119.32553686409912","0.3681431153705001"
"S002","VEGF-C","B02","2","","6700.0","105665.0","105665.0","105968.0","105968.0","0.40437368771614807","102.78748697980417","103.05347809179167","6886.76162764688","6904.583032150042","0.3650223602432502"
"S002","VEGF-C","B01","2","","6700.0","106271.0","106271.0","105968.0","105968.0","0.40437368771614807","103.31946920377916","103.05347809179167","6922.404436653204","6904.583032150042","0.3650223602432502"
"U033","VEGF-A","A12","1","2.0","","19861.0","19861.0","19809.0","19809.0","0.37124087658842414","","","114.98931956618374","114.70028974446032","0.3563634361536268"
"U033","VEGF-A","A11","1","2.0","","19757.0","19757.0","19809.0","19809.0","0.37124087658842414","","","114.41125992273692","114.70028974446032","0.3563634361536268"
"S001","bFGF","A02","7","","2720.0","886721.0","886721.0","885117.0","885117.0","0.25628233940218575","100.82492005404215","100.60450489305387","2742.4378254699463","2736.4425330910653","0.3098411053795639"
"S001","bFGF","A01","7","","2720.0","883513.0","883513.0","885117.0","885117.0","0.25628233940218575","100.38408973206559","100.60450489305387","2730.447240712184","2736.4425330910653","0.3098411053795639"
"S005","VEGF-A","E02","1","","7.8515625","2628.0","2628.0","2623.0","2623.0","0.26957940571351413","100.51904028447163","100.32280783025108","7.892315272335467","7.876907958547057","0.27662164181650156"
"S005","VEGF-A","E01","1","","7.8515625","2618.0","2618.0","2623.0","2623.0","0.26957940571351413","100.12657537603053","100.32280783025108","7.861500644758647","7.876907958547057","0.27662164181650156"
"U018","Flt-1","B07","5","2.0","","1724.0","1724.0","1727.0","1726.5","0.2047804173722987","","","59.183776892521266","59.28291963005407","0.2365082639394986"
"U018","Flt-1","B08","5","2.0","","1729.0","1729.0","1727.0","1726.5","0.2047804173722987","","","59.382062367586876","59.28291963005407","0.2365082639394986"
"S005","PIGF","E02","6","","4.6875","2711.0","2711.0","2707.0","2707.0","0.20897134279617216","100.14695953439208","99.98014602459446","4.694388728174629","4.686569344902866","0.23595677474287044"
"S005","PIGF","E01","6","","4.6875","2703.0","2703.0","2707.0","2707.0","0.20897134279617216","99.81333251479685","99.98014602459446","4.678749961631103","4.686569344902866","0.23595677474287044"
"U034","bFGF","B11","7","2.0","","15360.0","15360.0","15383.0","15383.0","0.21144712952337769","","","81.57673468331461","81.69885599834818","0.21139294775290352"
"U034","bFGF","B12","7","2.0","","15406.0","15406.0","15383.0","15383.0","0.21144712952337769","","","81.82097731338175","81.69885599834818","0.21139294775290352"
"S005","Flt-1","E02","5","","39.84375","2205.0","2205.0","2203.0","2202.5","0.1605236733681152","98.25720375453683","98.13229085648406","39.149354620948266","39.099584638130366","0.18001568393007603"
"S005","Flt-1","E01","5","","39.84375","2200.0","2200.0","2203.0","2202.5","0.1605236733681152","98.00737795843129","98.13229085648406","39.04981465531247","39.099584638130366","0.18001568393007603"
"S001","VEGF-D","A02","3","","30600.0","1218072.0","1218072.0","1218875.0","1218875.0","0.09316898702373873","97.88946278402678","98.01271188785441","29954.175611912196","29991.889837683448","0.17783464086044407"
"S001","VEGF-D","A01","3","","30600.0","1219678.0","1219678.0","1218875.0","1218875.0","0.09316898702373873","98.13596099168203","98.01271188785441","30029.6040634547","29991.889837683448","0.17783464086044407"
"U037","VEGF-A","E11","1","2.0","","40510.0","40510.0","40555.0","40555.0","0.1569217366706677","","","227.5001298863286","227.74149896940662","0.14988372008227552"
"U037","VEGF-A","E12","1","2.0","","40600.0","40600.0","40555.0","40555.0","0.1569217366706677","","","227.98286805248463","227.74149896940662","0.14988372008227552"
"U021","bFGF","E07","7","2.0","","14187.0","14187.0","14201.0","14201.0","0.1394196878615825","","","75.34661675631936","75.42099724780986","0.1394703115582287"
"U021","bFGF","E08","7","2.0","","14215.0","14215.0","14201.0","14201.0","0.1394196878615825","","","75.49537773930037","75.42099724780986","0.1394703115582287"
"U006","bFGF","F03","7","2.0","","16690.0","16690.0","16705.0","16705.0","0.12698715016819173","","","88.63645048529389","88.71604776280769","0.1268852166283946"
"U006","bFGF","F04","7","2.0","","16720.0","16720.0","16705.0","16705.0","0.12698715016819173","","","88.79564504032149","88.71604776280769","0.1268852166283946"
"S004","bFGF","D02","7","","42.5","16367.0","16367.0","16354.0","16353.5","0.11674493589773921","102.26156396689585","102.1772720226157","43.46116468593073","43.425340609611666","0.11666666024651513"
"S004","bFGF","D01","7","","42.5","16340.0","16340.0","16354.0","16353.5","0.11674493589773921","102.09298007833554","102.1772720226157","43.38951653329261","43.425340609611666","0.11666666024651513"
"U001","VEGF-A","A03","1","2.0","","16816.0","16816.0","16828.0","16827.5","0.09664808181423619","","","97.99808096699083","98.06252382278788","0.09293658485777152"
"U001","VEGF-A","A04","1","2.0","","16839.0","16839.0","16828.0","16827.5","0.09664808181423619","","","98.12696667858492","98.06252382278788","0.09293658485777152"
"U039","Tie-2","G12","4","2.0","","1145.0","1145.0","1146.0","1145.5","0.06172909482204693","","","1673.4010391238944","1674.3361242988367","0.0789811625745905"
"U039","Tie-2","G11","4","2.0","","1146.0","1146.0","1146.0","1145.5","0.06172909482204693","","","1675.2712094737792","1674.3361242988367","0.0789811625745905"
"S003","bFGF","C01","7","","170.0","63479.0","63479.0","63512.0","63512.0","0.07348067697177248","98.98911380963142","99.04067632974451","168.2814934763734","168.36914976056568","0.07362673394041432"
"S003","bFGF","C02","7","","170.0","63545.0","63545.0","63512.0","63512.0","0.07348067697177248","99.09223884985762","99.04067632974451","168.45680604475797","168.36914976056568","0.07362673394041432"
"U011","bFGF","C05","7","2.0","","8364.0","8364.0","8364.0","8364.0","0.0","","","44.34323183554031","44.34323183554031","0.0"
"U011","bFGF","C06","7","2.0","","8364.0","8364.0","8364.0","8364.0","0.0","","","44.34323183554031","44.34323183554031","0.0"
